k,num_removed_kmers,candidate_paper_title,candidate_dblp_id,citeseer_id,cluster_id,ratio,hashmap_build_time,match,average_query_time_phase1,average_query_time_phase2,average_query_time_total,levenshteinThreshold,ratioThreshold
7,5000,Authentication protocols for mobile network environment value-added services,journals/tvt/HornMM02,10.1.1.195.4058,460770,"(37, '-', 12)",95858.25296711922,Match,0.005513429641723633,0.030045032501220703,0.03577613830566406,0.4,0.85
7,5000,On Tractability Aspects of Optimal Resource Allocation in OFDMA Systems,journals/tvt/YuanJHS13,10.1.1.395.7979,26411007,"(40, '-', 16)",95858.25296711922,Match,0.010737419128417969,0.007170915603637695,0.018307209014892578,0.4,0.85
7,5000,Channel Estimation for MIMO-OFDM Systems,journals/tvt/ShinHP07,10.1.1.299.5131,19507330,"(20, '-', 21)",95858.25296711922,Match,0.0037512779235839844,0.002736330032348633,0.00663304328918457,0.4,0.85
7,5000,A Model for Correlated Rician Fading Channels Based on a Finite Queue,journals/tvt/ZhongAT08,10.1.1.84.3055,4723567,"(42, '-', 20)",95858.25296711922,Match,0.00909566879272461,0.006906032562255859,0.01635289192199707,0.4,0.85
7,5000,Distributed power control algorithms for wireless networks,journals/tvt/WuB01,10.1.1.68.5561,425760,"(26, '-', 26)",95858.25296711922,Match,0.005254030227661133,0.0036771297454833984,0.009119033813476562,0.4,0.85
7,5000,Downlink and uplink resource allocation in IEEE 802.11 wireless LANs,journals/tvt/KimKF05,10.1.1.399.7666,4211591,"(49, '-', 19)",95858.25296711922,Match,0.006568431854248047,0.003050565719604492,0.00979924201965332,0.4,0.85
7,5000,Design of high-speed simulation models for mobile fading channels by using table look-up techniques,journals/tvt/PatzoldGL00,10.1.1.132.5526,2452874,"(64, '-', 10)",95858.25296711922,Match,0.010098695755004883,0.007779121398925781,0.018252134323120117,0.4,0.85
7,5000,Localization with mobile anchor points in wireless sensor networks,journals/tvt/SsuOJ05,10.1.1.161.9014,513252,"(36, '-', 14)",95858.25296711922,Match,0.008928060531616211,0.005331754684448242,0.014512300491333008,0.4,0.85
7,5000,Dissemination and Harvesting of Urban Data using Vehicular Sensing Platforms,journals/tvt/LeeMGBC09,10.1.1.219.5744,10457816,"(49, '-', 12)",95858.25296711922,Match,0.012077808380126953,0.009818315505981445,0.022370100021362305,0.4,0.85
7,5000,Statistical decision making in adaptive modulation and coding for 3G wireless systems,journals/tvt/YangKT05,10.1.1.316.9183,4079713,"(48, '-', 14)",95858.25296711922,Match,0.011760711669921875,0.009352922439575195,0.0215604305267334,0.4,0.85
7,5000,Loss formulas and their application to optimization for cellular networks,journals/tvt/HarineMPT01,10.1.1.214.4634,540742,"(32, '-', 9)",95858.25296711922,Match,0.005059719085693359,0.0038444995880126953,0.00908970832824707,0.4,0.85
7,5000,Lane-Change Decision Aid System Based on Motion-Driven Vehicle Tracking,journals/tvt/AlonsoVRM08,10.1.1.323.9636,21280795,"(45, '-', 7)",95858.25296711922,Match,0.005353212356567383,0.004431724548339844,0.010018587112426758,0.4,0.85
7,5000,A TOA-based location algorithm reducing the errors due to non-line-of-sight (NLOS) propagation,journals/tvt/WangWO03,10.1.1.332.8761,568785,"(71, '-', 12)",95858.25296711922,Match,0.008634090423583984,0.0055425167083740234,0.014481067657470703,0.4,0.85
7,5000,Soft decision multistage multiuser interference cancelation,journals/tvt/ZhaB03,10.1.1.304.7910,4202775,"(37, '-', 25)",95858.25296711922,Match,0.00985097885131836,0.006932497024536133,0.0171051025390625,0.4,0.85
7,5000,Performance Analysis of LMMSE Receivers for M-ary QAM in Rayleigh Faded CDMA Channels,journals/tvt/YuEC03,10.1.1.14.5213,1479641,"(36, '-', 36)",95858.25296711922,Match,0.00386810302734375,0.002984285354614258,0.006997108459472656,0.4,0.85
7,5000,An Enhanced Autorate Algorithm for Wireless Local Area Networks Employing Loss Differentiation,journals/tvt/PangLL08,10.1.1.337.6546,22576000,"(55, '-', 18)",95858.25296711922,Match,0.009852886199951172,0.008038520812988281,0.018290996551513672,0.4,0.85
7,5000,Non-Line-of-Sight Mobile Positioning Using Factor Graphs,journals/tvt/LiuCS09,10.1.1.158.9652,10250437,"(35, '-', 12)",95858.25296711922,Match,0.004736900329589844,0.00415802001953125,0.009096622467041016,0.4,0.85
7,5000,Performance Evaluation of a Low-Complexity Receiver Concept for TOA-Based Ultrawideband Ranging,journals/tvt/BellusciJYT12,10.1.1.418.4553,27961113,"(61, '-', 15)",95858.25296711922,Match,0.00756382942199707,0.0045392513275146484,0.012352228164672852,0.4,0.85
7,5000,Impact of Interfering Bluetooth Piconets on a Collocated p-Persistent CSMA-based WLAN,journals/tvt/AshrafVGDA09,10.1.1.211.7201,13340538,"(53, '-', 15)",95858.25296711922,Match,0.006436347961425781,0.00451350212097168,0.011171817779541016,0.4,0.85
7,5000,Self-Matching Space-Time Block Codes for Matrix Kalman Estimator-Based ML Detector in MIMO Fading Channels,journals/tvt/LamPP07,10.1.1.380.3463,25325808,"(83, '-', 24)",95858.25296711922,Match,0.015185832977294922,0.01092529296875,0.02662825584411621,0.4,0.85
7,5000,Stochastic Steepest-Descent Optimization of Multiple-Objective Mobile Sensor Coverage,journals/tvt/MaYYRC12,10.1.1.295.4996,19293139,"(42, '-', 42)",95858.25296711922,Match,0.010651826858520508,0.009569883346557617,0.02068638801574707,0.4,0.85
7,5000,  Stimulating Cooperation in Vehicular Ad Hoc Networks: A Coalitional Game Theoretic Approach,journals/tvt/ChenZWZ11,10.1.1.185.4679,11730788,"(54, '-', 54)",95858.25296711922,Match,0.017065048217773438,0.012417316436767578,0.030052661895751953,0.4,0.85
7,5000,Feedback Reduction for Multiuser OFDM Systems 1,journals/tvt/JeonSLC10,10.1.1.219.3124,13701632,"(21, '-', 15)",95858.25296711922,Match,0.0029900074005126953,0.0021812915802001953,0.005288362503051758,0.4,0.85
7,5000,Performance analysis of SIMO space-time scheduling with convex utility function: zero-forcing linear processing,journals/tvt/LauK04,10.1.1.64.7583,3888126,"(71, '-', 11)",95858.25296711922,Match,0.01257634162902832,0.009601831436157227,0.022652626037597656,0.4,0.85
7,5000,1 Mobile Filter: Exploring Filter Migration for Error-Bounded Continuous Sensor Data Collection,journals/tvt/WangXWL10,10.1.1.228.4042,14170104,"(57, '-', 57)",95858.25296711922,Match,0.011947154998779297,0.010380744934082031,0.022819995880126953,0.4,0.85
7,5000,Silent Positioning in Underwater Acoustic Sensor Networks,journals/tvt/ChengSLD08,10.1.1.330.6506,22035555,"(32, '-', 24)",95858.25296711922,Match,0.005818843841552734,0.003359556198120117,0.009364843368530273,0.4,0.85
7,5000,Correspondence Performance Analysis of Selection Combining of Signals With Different Modulation Levels in Cooperative Communications,journals/tvt/SediqY11,10.1.1.419.3243,28010766,"(49, '-', 43)",95858.25296711922,Match,0.020189285278320312,0.017720699310302734,0.038721561431884766,0.4,0.85
7,5000,Adaptive Low-Complexity Erasure-Correcting Code-Based Protocols for QoS-Driven Mobile Multicast Services over Wireless Networks,journals/tvt/ZhangD06,10.1.1.302.9609,11842947,"(66, '-', 10)",95858.25296711922,Match,0.010512113571166992,0.009339570999145508,0.020301103591918945,0.4,0.85
7,5000,A parametric model for the distribution of the angle of arrival and the associated correlation function and power spectrum at the mobile station,journals/tvt/AbdiBK02,10.1.1.380.4688,108270,"(77, '-', 12)",95858.25296711922,Match,0.017284154891967773,0.014896154403686523,0.032889366149902344,0.4,0.85
7,5000,Design and Analysis of Backoff Algorithms for Random Access Channels in UMTS-LTE and IEEE 802.16 Systems,journals/tvt/SeoL11,10.1.1.337.9889,22582260,"(61, '-', 18)",95858.25296711922,Match,0.007727622985839844,0.0059604644775390625,0.013975143432617188,0.4,0.85
7,5000,Impact of channel prediction on adaptive coded modulation performance in Rayleigh fading,journals/tvt/OienHH04,10.1.1.79.8528,3829216,"(50, '-', 15)",95858.25296711922,Match,0.007601499557495117,0.005989551544189453,0.013872861862182617,0.4,0.85
7,5000,1 Performance Evaluation of Quantization Effects on Multicarrier Modulated Signals,journals/tvt/AraujoD07a,10.1.1.417.7561,27920983,"(42, '-', 13)",95858.25296711922,Match,0.015392303466796875,0.010341167449951172,0.02623152732849121,0.4,0.85
7,5000,Formulation of Distribution Coordination Function of IEEE 802.11 for Asynchronous Networks: Mixed Data Rate and Packet Size,journals/tvt/ErgenV08,10.1.1.70.4488,4171751,"(62, '-', 16)",95858.25296711922,Match,0.01818561553955078,0.013628482818603516,0.03246116638183594,0.4,0.85
7,5000,Adaptive QoS for wireless multimedia networks using power control and smart antennas,journals/tvt/MercadoL02,10.1.1.419.9492,28034157,"(58, '-', 20)",95858.25296711922,Match,0.008483171463012695,0.0057430267333984375,0.014506816864013672,0.4,0.85
7,5000,Analysis of Serial-Search-Based Code Acquisition in the Multiple-Transmit/ Multiple-Receive-Antenna-Aided DS-CDMA Downlink,journals/tvt/WonH08,10.1.1.329.1698,21965665,"(80, '-', 28)",95858.25296711922,Match,0.010099411010742188,0.007274150848388672,0.017795801162719727,0.4,0.85
7,5000,Error probability performance for WCDMA systems with multiple transmit and receive antennas in correlated Nakagami fading channels,journals/tvt/LuoZP02,10.1.1.66.308,101603,"(81, '-', 31)",95858.25296711922,Match,0.011181116104125977,0.010126590728759766,0.02177906036376953,0.4,0.85
7,5000,Minimum-Cost Data Delivery in Heterogeneous Wireless Networks,journals/tvt/ChenWKT07,10.1.1.154.8048,11109254,"(32, '-', 32)",95858.25296711922,Match,0.00606846809387207,0.003509998321533203,0.009776115417480469,0.4,0.85
7,5000,A Space-Time Receiver with Joint Synchronization and Interference Cancellation in Asynchronous MIMO-OFDM Systems,journals/tvt/TangH08,10.1.1.127.9071,6985743,"(62, '-', 28)",95858.25296711922,Match,0.01576709747314453,0.010553836822509766,0.026827096939086914,0.4,0.85
7,5000,A simulation comparison of multiuser receivers for cellular CDMA. 49(4):1065–1085,journals/tvt/BuehrerCW00,10.1.1.330.720,1277908,"(37, '-', 13)",95858.25296711922,Match,0.008156538009643555,0.0061757564544677734,0.014622211456298828,0.4,0.85
