k,num_removed_kmers,paper_limit,paper_title,paper_id,best_candidate_id,2nd_best_candidate_id,query_time,ratio,hashmap_build_time,average_success_rate,average_query_time
5,100,60000000000000000,Mean-variance portfolio selection under a constant elasticity of variance model.,journals/orl/ShenZS14,journals/orl/ShenZS14,journals/jcam/WangW19,6.127402305603027,"(65, '-', 41)",546.5672104358673,Match,-
5,100,60000000000000000,The Internet of Data.,journals/pervasive/Langheinrich19,journals/cas/ShafiqSS18,books/sp/23/GranelliSCC23,2.289255142211914,"(19, '-', 20)",546.5672104358673,NOT MATCH,-
5,100,60000000000000000,An incentive-based architecture to enable privacy in dynamic environments.,journals/intr/KazatzopoulosDMG06,journals/intr/KazatzopoulosDMG06,conf/atal/BonariniR02,6.105484485626221,"(54, '-', 31)",546.5672104358673,Match,-
5,100,60000000000000000,"Threats, Countermeasures and Attribution of Cyber Attacks on Critical Infrastructures.",journals/sesa/MaglarasFDMJR18,journals/sesa/MaglarasFDMJR18,journals/corr/abs-1901-03899,5.399027585983276,"(58, '-', 47)",546.5672104358673,Match,-
5,100,60000000000000000,Rough Multiset and Its Multiset Topology.,journals/trs/GirishJ11,journals/trs/GirishJ11,journals/jamds/GirishJ11,2.950808525085449,"(44, '-', 23)",546.5672104358673,Match,-
5,100,60000000000000000,Mathematical programming approaches for classes of random network problems.,journals/eor/CastroN15,journals/eor/CastroN15,journals/cms/KonnoEY09,6.38551664352417,"(49, '-', 40)",546.5672104358673,Match,-
5,100,60000000000000000,LIP: an efficient lightweight iterative positioning algorithm for wireless sensor networks.,journals/winet/MartirosyanB16,journals/winet/MartirosyanB16,conf/med/LiberatiOLP15,7.088138580322266,"(65, '-', 47)",546.5672104358673,Match,-
5,100,60000000000000000,Properties of the Grasp Stiffness Matrix and Conservative Control Strategies.,journals/ijrr/KaoN99,journals/ijrr/KaoN99,journals/ral/GaratePPTA18,5.8955237865448,"(53, '-', 27)",546.5672104358673,Match,-
5,100,60000000000000000,Computing Distinguishing Formulas for Branching Bisimulation.,conf/cav/Korver91,conf/cav/Korver91,conf/wsc/ChwifBP01,4.8422112464904785,"(43, '-', 27)",546.5672104358673,Match,-
5,100,60000000000000000,"Torrent: Strong, Fast Balance Discovery in the Lightning Network.",conf/icbc2/RahimpourK22,conf/icbc2/RahimpourK22,journals/iacr/DamKNZ19,5.438430547714233,"(46, '-', 23)",546.5672104358673,Match,-
5,100,60000000000000000,Session-to-Session Transfer in Detecting Steady-State Visual Evoked Potentials with Individual Training Data.,conf/hci/NakanishiWJ16,conf/hci/NakanishiWJ16,journals/corr/abs-1810-02842,7.616408586502075,"(86, '-', 41)",546.5672104358673,Match,-
5,100,60000000000000000,Performance Evaluation of Accelerated Functional MRI Acquisition Using Compressed Sensing.,conf/isbi/JungY09,conf/isbi/JungY09,journals/ijpp/DingMCXT18,5.911365747451782,"(52, '-', 26)",546.5672104358673,Match,-
5,100,60000000000000000,Cepstral methods for the determination of reflection coefficients for dispersive systems.,conf/icassp/HammondKC86,conf/icassp/HammondKC86,journals/tim/YeoT00,5.796629428863525,"(48, '-', 28)",546.5672104358673,Match,-
5,100,60000000000000000,A Viewpoint Invariant Approach for Crowd Counting.,conf/icpr/KongGT06,conf/icpr/KongGT06,conf/bmvc/KongGT05,4.439159393310547,"(37, '-', 26)",546.5672104358673,Match,-
5,100,60000000000000000,CGP-NAS: real-based solutions encoding for multi-objective evolutionary neural architecture search.,conf/gecco/Garcia-GarciaEM22,conf/gecco/Garcia-GarciaEM22,journals/apin/PhanL23,7.207778453826904,"(78, '-', 52)",546.5672104358673,Match,-
5,100,60000000000000000,Shifts in Identification in a Hybrid Space.,conf/icls/Tang14,conf/icls/Tang14,journals/tbe/GhoreyshiG10,3.03134822845459,"(26, '-', 19)",546.5672104358673,Match,-
5,100,60000000000000000,From the lab to the world: studying real-time second screen interaction with live sports.,conf/ACMace/CentieiroRD14,conf/ACMace/CentieiroRD14,conf/chi/JansenFW11,5.826264381408691,"(60, '-', 25)",546.5672104358673,Match,-
5,100,60000000000000000,Where to Attack: A Dynamic Locator Model for Backdoor Attack in Text Classifications.,conf/coling/LuF0HF022,conf/coling/LuF0HF022,journals/corr/abs-2202-10582,6.089736223220825,"(74, '-', 48)",546.5672104358673,Match,-
5,100,60000000000000000,Faster Progressive Wavelet Coding of Images.,conf/csse/ZhongH08,conf/csse/ZhongH08,journals/spl/OlandaPB06,2.952202320098877,"(25, '-', 20)",546.5672104358673,Match,-
5,100,60000000000000000,Cloud Services Orchestration: A Comparative Study of Existing Approaches.,conf/aina/BousselmiBG14,conf/aina/BousselmiBG14,books/sp/wsf14/MoghaddamD14,5.774609088897705,"(50, '-', 34)",546.5672104358673,Match,-
5,100,60000000000000000,Estimating the Risk of Individual Discrimination of Classifiers.,conf/pakdd/VasquezGR23,conf/pakdd/VasquezGR23,conf/ijcnn/DantasNCX18,4.631103277206421,"(39, '-', 27)",546.5672104358673,Match,-
5,100,60000000000000000,A visible light communication based vehicle collision avoidance scheme for curve lane situations.,conf/icait/QiaoXHS17,conf/icait/QiaoXHS17,conf/icinfa/XieZ13,6.885564088821411,"(74, '-', 41)",546.5672104358673,Match,-
5,100,60000000000000000,Non-Volatile Conductive-Bridging Metal-Insulator-Metal Switches for Rewritable 'RF Barcodes'.,conf/rfidta/JayakrishnanVSS19,conf/rfidta/JayakrishnanVSS19,journals/sensors/TangZWHXZY17,5.912694931030273,"(79, '-', 29)",546.5672104358673,Match,-
5,100,60000000000000000,Estimation of Stem Density in Hemi-Boreal Forests using Airborne Low-Frequency Synthetic Aperture Radar.,conf/igarss/FranssonWPU20,conf/igarss/FranssonWPU20,conf/igarss/FranssonWGU13,6.522258996963501,"(75, '-', 49)",546.5672104358673,Match,-
5,100,60000000000000000,Decentralized Stochastic Optimization and Gossip Algorithms with Compressed Communication.,conf/icml/KoloskovaSJ19,journals/corr/abs-1902-00340,conf/icml/KoloskovaSJ19,6.291643142700195,"(50, '-', 50)",546.5672104358673,Match,-
5,100,60000000000000000,Hypothesis and Verification in 3D Model Matching.,conf/bmvc/SykesPM89,conf/bmvc/SykesPM89,conf/dis/MaruyamaSM02,4.333801984786987,"(29, '-', 26)",546.5672104358673,Match,-
5,100,60000000000000000,Risk-Constrained Planning for Multi-Agent Systems with Shared Resources.,conf/atal/GautierRLHW23,conf/atal/GautierRLHW23,journals/jmlr/HongG11,5.537686347961426,"(44, '-', 35)",546.5672104358673,Match,-
5,100,60000000000000000,Overcoming Catastrophic Forgetting beyond Continual Learning: Balanced Training for Neural Machine Translation.,conf/acl/Shao022,journals/corr/abs-2203-03910,conf/acl/Shao022,8.71935510635376,"(80, '-', 80)",546.5672104358673,93.93939393939394,5.526907147783222
5,500,60000000000000000,Random Search Methods.,reference/opt/Romeijn09,journals/corr/Yordzhev13d,journals/corr/ShafieeWF15,0.6257898807525635,"(10, '-', 10)",546.5672104358673,NOT MATCH,-
5,500,60000000000000000,Coarse-to-Fine Segmentation on LiDAR Point Clouds in Spherical Coordinate and Beyond.,journals/tvt/LiBPRI20,journals/tvt/LiBPRI20,journals/tim/DuLC23,2.245548963546753,"(44, '-', 22)",546.5672104358673,Match,-
5,500,60000000000000000,Modular Transformer-Based Regenerative-Cascaded Multicell Converter for Drives With Multilevel Voltage Operation at Both Input and Output Sides.,journals/tie/SauKF18,journals/tie/SauKF18,journals/tie/SauNF20,4.230558633804321,"(70, '-', 58)",546.5672104358673,Match,-
5,500,60000000000000000,Operating two InfiniBand grid clusters over 28 km distance.,journals/ijguc/RichlingHKK11,journals/ijguc/RichlingHKK11,conf/3pgcic/RichlingHKK10,1.7926099300384521,"(30, '-', 21)",546.5672104358673,Match,-
5,500,60000000000000000,Automatic Early Diagnosis of Alzheimer's Disease Using 3D Deep Ensemble Approach.,journals/access/GamalAS22,journals/access/GamalAS22,conf/iscide/ZhengXCYZ18,2.1035053730010986,"(43, '-', 32)",546.5672104358673,Match,-
5,500,60000000000000000,Mean-variance portfolio selection under a constant elasticity of variance model.,journals/orl/ShenZS14,journals/orl/ShenZS14,journals/jcam/WangW19,1.8507966995239258,"(34, '-', 24)",546.5672104358673,Match,-
5,500,60000000000000000,The Internet of Data.,journals/pervasive/Langheinrich19,conf/fuzzy/Kacprzyk01,journals/chk/Galuszka03,0.25417137145996094,"(4, '-', 4)",546.5672104358673,NOT MATCH,-
5,500,60000000000000000,An incentive-based architecture to enable privacy in dynamic environments.,journals/intr/KazatzopoulosDMG06,journals/intr/KazatzopoulosDMG06,journals/ijaac/CherniBJBRD17,2.1976921558380127,"(34, '-', 23)",546.5672104358673,Match,-
5,500,60000000000000000,"Threats, Countermeasures and Attribution of Cyber Attacks on Critical Infrastructures.",journals/sesa/MaglarasFDMJR18,journals/sesa/MaglarasFDMJR18,journals/corr/abs-1901-03899,2.5626916885375977,"(45, '-', 35)",546.5672104358673,Match,-
5,500,60000000000000000,Rough Multiset and Its Multiset Topology.,journals/trs/GirishJ11,journals/trs/GirishJ11,journals/jamds/GirishJ11,1.4945569038391113,"(29, '-', 14)",546.5672104358673,Match,-
5,500,60000000000000000,Mathematical programming approaches for classes of random network problems.,journals/eor/CastroN15,journals/eor/CastroN15,series/leus/Kerkhove07,1.7691760063171387,"(21, '-', 16)",546.5672104358673,Match,-
5,500,60000000000000000,LIP: an efficient lightweight iterative positioning algorithm for wireless sensor networks.,journals/winet/MartirosyanB16,journals/winet/MartirosyanB16,conf/med/LiberatiOLP15,2.1010639667510986,"(34, '-', 21)",546.5672104358673,Match,-
5,500,60000000000000000,Properties of the Grasp Stiffness Matrix and Conservative Control Strategies.,journals/ijrr/KaoN99,journals/ijrr/KaoN99,journals/ral/GaratePPTA18,1.6942315101623535,"(26, '-', 15)",546.5672104358673,Match,-
5,500,60000000000000000,Computing Distinguishing Formulas for Branching Bisimulation.,conf/cav/Korver91,conf/cav/Korver91,conf/iscis/GunicenITY14,1.172023057937622,"(20, '-', 11)",546.5672104358673,Match,-
5,500,60000000000000000,"Torrent: Strong, Fast Balance Discovery in the Lightning Network.",conf/icbc2/RahimpourK22,conf/icbc2/RahimpourK22,journals/tmc/ZhangDLWM19,1.7923600673675537,"(29, '-', 12)",546.5672104358673,Match,-
5,500,60000000000000000,Session-to-Session Transfer in Detecting Steady-State Visual Evoked Potentials with Individual Training Data.,conf/hci/NakanishiWJ16,conf/hci/NakanishiWJ16,journals/tcsv/BosseASPCBMW18,2.5575315952301025,"(49, '-', 24)",546.5672104358673,Match,-
5,500,60000000000000000,Performance Evaluation of Accelerated Functional MRI Acquisition Using Compressed Sensing.,conf/isbi/JungY09,conf/isbi/JungY09,conf/heart/SanoKFB22,2.23639178276062,"(33, '-', 18)",546.5672104358673,Match,-
5,500,60000000000000000,Cepstral methods for the determination of reflection coefficients for dispersive systems.,conf/icassp/HammondKC86,conf/icassp/HammondKC86,conf/icnc/LiuXXY10,1.6189117431640625,"(24, '-', 13)",546.5672104358673,Match,-
5,500,60000000000000000,A Viewpoint Invariant Approach for Crowd Counting.,conf/icpr/KongGT06,conf/icpr/KongGT06,conf/aaai/CaiCGLLWH23,1.1018595695495605,"(22, '-', 15)",546.5672104358673,Match,-
5,500,60000000000000000,CGP-NAS: real-based solutions encoding for multi-objective evolutionary neural architecture search.,conf/gecco/Garcia-GarciaEM22,conf/gecco/Garcia-GarciaEM22,conf/gecco/PengSCFC22,2.115841865539551,"(36, '-', 16)",546.5672104358673,Match,-
5,500,60000000000000000,Shifts in Identification in a Hybrid Space.,conf/icls/Tang14,conf/icls/Tang14,journals/na/DoraMT03,0.9735078811645508,"(17, '-', 17)",546.5672104358673,Match,-
5,500,60000000000000000,From the lab to the world: studying real-time second screen interaction with live sports.,conf/ACMace/CentieiroRD14,conf/ACMace/CentieiroRD14,conf/chi/JansenFW11,2.1496918201446533,"(38, '-', 17)",546.5672104358673,Match,-
5,500,60000000000000000,Where to Attack: A Dynamic Locator Model for Backdoor Attack in Text Classifications.,conf/coling/LuF0HF022,conf/coling/LuF0HF022,journals/corr/abs-2202-10582,2.567429304122925,"(49, '-', 32)",546.5672104358673,Match,-
5,500,60000000000000000,Faster Progressive Wavelet Coding of Images.,conf/csse/ZhongH08,conf/csse/ZhongH08,conf/dcc/Malvar99,1.519359827041626,"(16, '-', 12)",546.5672104358673,Match,-
5,500,60000000000000000,Cloud Services Orchestration: A Comparative Study of Existing Approaches.,conf/aina/BousselmiBG14,conf/aina/BousselmiBG14,conf/t4e/PhiriMS16,1.2215840816497803,"(24, '-', 15)",546.5672104358673,Match,-
5,500,60000000000000000,Estimating the Risk of Individual Discrimination of Classifiers.,conf/pakdd/VasquezGR23,conf/pakdd/VasquezGR23,conf/ijcnn/DantasNCX18,1.956284523010254,"(26, '-', 17)",546.5672104358673,Match,-
5,500,60000000000000000,A visible light communication based vehicle collision avoidance scheme for curve lane situations.,conf/icait/QiaoXHS17,conf/icait/QiaoXHS17,conf/vnc/ShenT17,2.719264030456543,"(45, '-', 24)",546.5672104358673,Match,-
5,500,60000000000000000,Non-Volatile Conductive-Bridging Metal-Insulator-Metal Switches for Rewritable 'RF Barcodes'.,conf/rfidta/JayakrishnanVSS19,conf/rfidta/JayakrishnanVSS19,journals/access/KimK19g,2.3641245365142822,"(54, '-', 20)",546.5672104358673,Match,-
5,500,60000000000000000,Estimation of Stem Density in Hemi-Boreal Forests using Airborne Low-Frequency Synthetic Aperture Radar.,conf/igarss/FranssonWPU20,conf/igarss/FranssonWPU20,conf/igarss/FranssonWGU13,2.8038744926452637,"(55, '-', 34)",546.5672104358673,Match,-
5,500,60000000000000000,Decentralized Stochastic Optimization and Gossip Algorithms with Compressed Communication.,conf/icml/KoloskovaSJ19,journals/corr/abs-1902-00340,conf/icml/KoloskovaSJ19,1.7576851844787598,"(24, '-', 24)",546.5672104358673,Match,-
5,500,60000000000000000,Hypothesis and Verification in 3D Model Matching.,conf/bmvc/SykesPM89,conf/bmvc/SykesPM89,journals/pami/GrimsonH91a,0.8399536609649658,"(17, '-', 12)",546.5672104358673,Match,-
5,500,60000000000000000,Risk-Constrained Planning for Multi-Agent Systems with Shared Resources.,conf/atal/GautierRLHW23,conf/atal/GautierRLHW23,journals/jmlr/HongG11,1.7655024528503418,"(24, '-', 18)",546.5672104358673,Match,-
5,500,60000000000000000,Overcoming Catastrophic Forgetting beyond Continual Learning: Balanced Training for Neural Machine Translation.,conf/acl/Shao022,journals/corr/abs-2203-03910,conf/acl/Shao022,2.3772053718566895,"(42, '-', 42)",546.5672104358673,93.93939393939394,1.8949327252127908
5,1000,60000000000000000,Random Search Methods.,reference/opt/Romeijn09,reference/opt/Romeijn09,journals/ec/PeckD95,0.5990931987762451,"(7, '-', 7)",546.5672104358673,Match,-
5,1000,60000000000000000,Coarse-to-Fine Segmentation on LiDAR Point Clouds in Spherical Coordinate and Beyond.,journals/tvt/LiBPRI20,journals/tvt/LiBPRI20,journals/sensors/WangWSS20,0.939422607421875,"(33, '-', 16)",546.5672104358673,Match,-
5,1000,60000000000000000,Modular Transformer-Based Regenerative-Cascaded Multicell Converter for Drives With Multilevel Voltage Operation at Both Input and Output Sides.,journals/tie/SauKF18,journals/tie/SauKF18,journals/tie/SauNF20,2.010335922241211,"(50, '-', 43)",546.5672104358673,Match,-
5,1000,60000000000000000,Operating two InfiniBand grid clusters over 28 km distance.,journals/ijguc/RichlingHKK11,journals/ijguc/RichlingHKK11,conf/3pgcic/RichlingHKK10,0.4715108871459961,"(20, '-', 15)",546.5672104358673,Match,-
5,1000,60000000000000000,Automatic Early Diagnosis of Alzheimer's Disease Using 3D Deep Ensemble Approach.,journals/access/GamalAS22,journals/access/GamalAS22,conf/iscide/ZhengXCYZ18,0.9692425727844238,"(33, '-', 24)",546.5672104358673,Match,-
5,1000,60000000000000000,Mean-variance portfolio selection under a constant elasticity of variance model.,journals/orl/ShenZS14,journals/orl/ShenZS14,journals/jcam/WangW19,0.9237508773803711,"(25, '-', 17)",546.5672104358673,Match,-
5,1000,60000000000000000,The Internet of Data.,journals/pervasive/Langheinrich19,conf/pkdd/LiW02,journals/fams/SchweizerGK21,0.13501858711242676,"(3, '-', 3)",546.5672104358673,NOT MATCH,-
5,1000,60000000000000000,An incentive-based architecture to enable privacy in dynamic environments.,journals/intr/KazatzopoulosDMG06,journals/intr/KazatzopoulosDMG06,journals/chb/ChenBH17,0.4436459541320801,"(13, '-', 9)",546.5672104358673,Match,-
5,1000,60000000000000000,"Threats, Countermeasures and Attribution of Cyber Attacks on Critical Infrastructures.",journals/sesa/MaglarasFDMJR18,journals/sesa/MaglarasFDMJR18,journals/corr/abs-1901-03899,1.049412488937378,"(32, '-', 26)",546.5672104358673,Match,-
5,1000,60000000000000000,Rough Multiset and Its Multiset Topology.,journals/trs/GirishJ11,journals/trs/GirishJ11,journals/mlc/SharanTK17,0.7806403636932373,"(19, '-', 11)",546.5672104358673,Match,-
5,1000,60000000000000000,Mathematical programming approaches for classes of random network problems.,journals/eor/CastroN15,journals/eor/CastroN15,journals/eor/AdemG06,0.7359941005706787,"(12, '-', 8)",546.5672104358673,Match,-
5,1000,60000000000000000,LIP: an efficient lightweight iterative positioning algorithm for wireless sensor networks.,journals/winet/MartirosyanB16,journals/winet/MartirosyanB16,journals/tecs/ParkS04,0.5038466453552246,"(16, '-', 10)",546.5672104358673,Match,-
5,1000,60000000000000000,Properties of the Grasp Stiffness Matrix and Conservative Control Strategies.,journals/ijrr/KaoN99,journals/ijrr/KaoN99,journals/ral/GaratePPTA18,0.5654499530792236,"(18, '-', 10)",546.5672104358673,Match,-
5,1000,60000000000000000,Computing Distinguishing Formulas for Branching Bisimulation.,conf/cav/Korver91,conf/cav/Korver91,journals/order/CollinsT22,0.501579761505127,"(13, '-', 8)",546.5672104358673,Match,-
5,1000,60000000000000000,"Torrent: Strong, Fast Balance Discovery in the Lightning Network.",conf/icbc2/RahimpourK22,conf/icbc2/RahimpourK22,journals/int/SadekA13,0.7515628337860107,"(20, '-', 13)",546.5672104358673,Match,-
5,1000,60000000000000000,Session-to-Session Transfer in Detecting Steady-State Visual Evoked Potentials with Individual Training Data.,conf/hci/NakanishiWJ16,conf/hci/NakanishiWJ16,journals/tcsv/BosseASPCBMW18,0.9625847339630127,"(33, '-', 17)",546.5672104358673,Match,-
5,1000,60000000000000000,Performance Evaluation of Accelerated Functional MRI Acquisition Using Compressed Sensing.,conf/isbi/JungY09,conf/isbi/JungY09,journals/tmi/MekleLW03,0.5173416137695312,"(14, '-', 9)",546.5672104358673,Match,-
5,1000,60000000000000000,Cepstral methods for the determination of reflection coefficients for dispersive systems.,conf/icassp/HammondKC86,conf/icassp/HammondKC86,conf/ivmsp/Ikeda13,0.4694547653198242,"(15, '-', 10)",546.5672104358673,Match,-
5,1000,60000000000000000,A Viewpoint Invariant Approach for Crowd Counting.,conf/icpr/KongGT06,conf/icpr/KongGT06,conf/aaai/CaiCGLLWH23,0.5309047698974609,"(17, '-', 13)",546.5672104358673,Match,-
5,1000,60000000000000000,CGP-NAS: real-based solutions encoding for multi-objective evolutionary neural architecture search.,conf/gecco/Garcia-GarciaEM22,conf/gecco/Garcia-GarciaEM22,conf/gecco/PengSCFC22,0.4057755470275879,"(19, '-', 9)",546.5672104358673,Match,-
5,1000,60000000000000000,Shifts in Identification in a Hybrid Space.,conf/icls/Tang14,conf/icls/Tang14,journals/na/DoraMT03,0.2809877395629883,"(11, '-', 11)",546.5672104358673,Match,-
5,1000,60000000000000000,From the lab to the world: studying real-time second screen interaction with live sports.,conf/ACMace/CentieiroRD14,conf/ACMace/CentieiroRD14,conf/chi/JansenFW11,0.8916492462158203,"(26, '-', 14)",546.5672104358673,Match,-
5,1000,60000000000000000,Where to Attack: A Dynamic Locator Model for Backdoor Attack in Text Classifications.,conf/coling/LuF0HF022,conf/coling/LuF0HF022,journals/corr/abs-2202-10582,0.7613062858581543,"(33, '-', 29)",546.5672104358673,Match,-
5,1000,60000000000000000,Faster Progressive Wavelet Coding of Images.,conf/csse/ZhongH08,conf/csse/ZhongH08,journals/ijprai/JemaiZAA11,0.41455674171447754,"(8, '-', 8)",546.5672104358673,Match,-
5,1000,60000000000000000,Cloud Services Orchestration: A Comparative Study of Existing Approaches.,conf/aina/BousselmiBG14,conf/aina/BousselmiBG14,journals/corr/GarciaZSLVZBTPS17,0.5464844703674316,"(16, '-', 13)",546.5672104358673,Match,-
5,1000,60000000000000000,Estimating the Risk of Individual Discrimination of Classifiers.,conf/pakdd/VasquezGR23,conf/pakdd/VasquezGR23,journals/infsof/AdlerLN99,0.5048346519470215,"(13, '-', 12)",546.5672104358673,Match,-
5,1000,60000000000000000,A visible light communication based vehicle collision avoidance scheme for curve lane situations.,conf/icait/QiaoXHS17,conf/icait/QiaoXHS17,journals/eaai/SattariJSNRKA14,0.9068336486816406,"(25, '-', 14)",546.5672104358673,Match,-
5,1000,60000000000000000,Non-Volatile Conductive-Bridging Metal-Insulator-Metal Switches for Rewritable 'RF Barcodes'.,conf/rfidta/JayakrishnanVSS19,conf/rfidta/JayakrishnanVSS19,journals/corr/abs-2308-04450,0.8953371047973633,"(41, '-', 14)",546.5672104358673,Match,-
5,1000,60000000000000000,Estimation of Stem Density in Hemi-Boreal Forests using Airborne Low-Frequency Synthetic Aperture Radar.,conf/igarss/FranssonWPU20,conf/igarss/FranssonWPU20,conf/igarss/FranssonWGU13,1.067946434020996,"(35, '-', 21)",546.5672104358673,Match,-
5,1000,60000000000000000,Decentralized Stochastic Optimization and Gossip Algorithms with Compressed Communication.,conf/icml/KoloskovaSJ19,journals/corr/abs-1902-00340,conf/icml/KoloskovaSJ19,0.5819854736328125,"(15, '-', 15)",546.5672104358673,Match,-
5,1000,60000000000000000,Hypothesis and Verification in 3D Model Matching.,conf/bmvc/SykesPM89,conf/bmvc/SykesPM89,journals/cg/ZhouMK18,0.48723697662353516,"(14, '-', 11)",546.5672104358673,Match,-
5,1000,60000000000000000,Risk-Constrained Planning for Multi-Agent Systems with Shared Resources.,conf/atal/GautierRLHW23,conf/atal/GautierRLHW23,journals/corr/abs-2212-14624,0.3933401107788086,"(12, '-', 8)",546.5672104358673,Match,-
5,1000,60000000000000000,Overcoming Catastrophic Forgetting beyond Continual Learning: Balanced Training for Neural Machine Translation.,conf/acl/Shao022,journals/corr/abs-2203-03910,conf/acl/Shao022,1.031468391418457,"(29, '-', 29)",546.5672104358673,96.96969696969697,0.697895013924801
5,5000,60000000000000000,Random Search Methods.,reference/opt/Romeijn09,None,0,0.04683518409729004,0,546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,Coarse-to-Fine Segmentation on LiDAR Point Clouds in Spherical Coordinate and Beyond.,journals/tvt/LiBPRI20,journals/tvt/LiBPRI20,journals/corr/abs-2304-14811,0.0,"(5, '-', 5)",546.5672104358673,Match,-
5,5000,60000000000000000,Modular Transformer-Based Regenerative-Cascaded Multicell Converter for Drives With Multilevel Voltage Operation at Both Input and Output Sides.,journals/tie/SauKF18,None,0,0.0,0,546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,Operating two InfiniBand grid clusters over 28 km distance.,journals/ijguc/RichlingHKK11,journals/ijguc/RichlingHKK11,conf/3pgcic/RichlingHKK10,0.015653133392333984,"(7, '-', 7)",546.5672104358673,Match,-
5,5000,60000000000000000,Automatic Early Diagnosis of Alzheimer's Disease Using 3D Deep Ensemble Approach.,journals/access/GamalAS22,journals/corr/abs-2202-10991,journals/brain/LourencoCRSFJTC22,0.0,"(8, '-', 8)",546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,Mean-variance portfolio selection under a constant elasticity of variance model.,journals/orl/ShenZS14,journals/rda/YamYZ13,reference/opt/BoardSZ09a,0.015588998794555664,"(2, '-', 2)",546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,The Internet of Data.,journals/pervasive/Langheinrich19,None,0,0.0,0,546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,An incentive-based architecture to enable privacy in dynamic environments.,journals/intr/KazatzopoulosDMG06,None,0,0.0,0,546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,"Threats, Countermeasures and Attribution of Cyber Attacks on Critical Infrastructures.",journals/sesa/MaglarasFDMJR18,None,0,0.0,0,546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,Rough Multiset and Its Multiset Topology.,journals/trs/GirishJ11,None,0,0.0,0,546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,Mathematical programming approaches for classes of random network problems.,journals/eor/CastroN15,journals/cagd/NielsonR87,journals/cagd/Pottmann92,0.0,"(2, '-', 2)",546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,LIP: an efficient lightweight iterative positioning algorithm for wireless sensor networks.,journals/winet/MartirosyanB16,journals/bioinformatics/Reyes-HerreraSS15,journals/debu/LuH0023,0.0,"(3, '-', 3)",546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,Properties of the Grasp Stiffness Matrix and Conservative Control Strategies.,journals/ijrr/KaoN99,conf/icra/HoppnerLUCS11,journals/ral/GaratePPTA18,0.0,"(4, '-', 5)",546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,Computing Distinguishing Formulas for Branching Bisimulation.,conf/cav/Korver91,journals/entcs/Lassen99,journals/lgrs/HeHCHDL12,0.0,"(2, '-', 2)",546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,"Torrent: Strong, Fast Balance Discovery in the Lightning Network.",conf/icbc2/RahimpourK22,journals/remotesensing/FedericoTLLPD22,journals/ijgi/KalapugeMAEAR23,0.015621185302734375,"(4, '-', 4)",546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,Session-to-Session Transfer in Detecting Steady-State Visual Evoked Potentials with Individual Training Data.,conf/hci/NakanishiWJ16,conf/hci/NakanishiWJ16,conf/smc/GemblerSRBV20,0.0,"(7, '-', 5)",546.5672104358673,Match,-
5,5000,60000000000000000,Performance Evaluation of Accelerated Functional MRI Acquisition Using Compressed Sensing.,conf/isbi/JungY09,conf/ipps/SainiJTDS08,conf/fat/GolpayeganiP023,0.0,"(2, '-', 2)",546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,Cepstral methods for the determination of reflection coefficients for dispersive systems.,conf/icassp/HammondKC86,journals/eswa/DUrsoGMDM20,journals/access/ReddyA21,0.015621662139892578,"(2, '-', 4)",546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,A Viewpoint Invariant Approach for Crowd Counting.,conf/icpr/KongGT06,journals/jamia/TierneyBGMSSS06,journals/fuin/WangZAW05,0.0,"(4, '-', 4)",546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,CGP-NAS: real-based solutions encoding for multi-objective evolutionary neural architecture search.,conf/gecco/Garcia-GarciaEM22,conf/gecco/Garcia-GarciaEM22,conf/cvpr/LiXDZWH20,0.0,"(7, '-', 5)",546.5672104358673,Match,-
5,5000,60000000000000000,Shifts in Identification in a Hybrid Space.,conf/icls/Tang14,journals/wm/Mertens09,journals/hmd/CasparVMMPS13,0.0,"(2, '-', 2)",546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,From the lab to the world: studying real-time second screen interaction with live sports.,conf/ACMace/CentieiroRD14,conf/ACMace/CentieiroRD14,conf/chi/JansenFW11,0.01562047004699707,"(4, '-', 3)",546.5672104358673,Match,-
5,5000,60000000000000000,Where to Attack: A Dynamic Locator Model for Backdoor Attack in Text Classifications.,conf/coling/LuF0HF022,journals/corr/abs-2202-10582,journals/isci/WuHZLS23,0.01562190055847168,"(5, '-', 5)",546.5672104358673,NOT MATCH,-
5,5000,60000000000000000,Faster Progressive Wavelet Coding of Images.,conf/csse/ZhongH08,None,0,0.0,0,546.5672104358673,NOT MATCH,-
