k,num_removed_kmers,paper_limit,paper_title,paper_id,best_candidate_id,2nd_best_candidate_id,query_time,ratio,hashmap_build_time,average_success_rate,average_query_time
3,5000,60000000000000000,Polynomial-time Construction of Optimal Tree-structured Communication Data Layout Descriptions.,journals/corr/GanianKST15,None,0,0.0,0,549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Automatic Sign Reading and Localization for Semantic Mapping with an Office Robot.,journals/corr/abs-2209-11432,None,0,0.0,0,549.809070110321,NOT MATCH,-
3,5000,60000000000000000,On the Performance of Non-Terrestrial Networks to Support the Internet of Things.,journals/corr/abs-2212-01614,None,0,0.0,0,549.809070110321,NOT MATCH,-
3,5000,60000000000000000,A General Framework for Biclustering Gene Expression Data.,journals/jbcb/LiCZJ06,journals/tcbb/MandalSB21,journals/jcst/LeeJL13,0.0,"(2, '-', 2)",549.809070110321,NOT MATCH,-
3,5000,60000000000000000,The Effects of Environmental Factors on the Efficiency of Clinical Commissioning Groups in England: A Data Envelopment Analysis.,journals/jms/TakundwaJMP17,journals/jgs/Congdon08,journals/mr/KraemerW15,0.0,"(2, '-', 3)",549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Autosate.,journals/cacm/Gatto64,None,0,0.0,0,549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Characterisation of Bijectivity Preserving Componentwise Modification of S-Boxes.,journals/iacr/Nyberg22a,journals/iacr/Nyberg22a,journals/ngc/FullerMD05,0.015622138977050781,"(6, '-', 5)",549.809070110321,Match,-
3,5000,60000000000000000,Automatic Two-Lane Path Generation for Autonomous Vehicles Using Quartic B-Spline Curves.,journals/tiv/SuzukiUM18,journals/tiv/SuzukiUM18,journals/corr/abs-2208-01092,0.015622615814208984,"(3, '-', 4)",549.809070110321,Match,-
3,5000,60000000000000000,Self-reconfigurable software architecture: Design and implementation.,journals/candie/MunRJ06,conf/icra/ZhaoCZT11,conf/iros/StoyN04,0.0,"(2, '-', 2)",549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Horizontal product differentiation in Varian's model of sales.,journals/ijgt/Nakagawa23,journals/argcom/OHalloran18,journals/ijinfoman/MustafaKJ20,0.0,"(2, '-', 2)",549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Large monochromatic components in multicolored bipartite graphs.,journals/jgt/DeBiasioKS20,journals/anor/Ghiyasvand15,journals/dmgt/GuanY19,0.0,"(2, '-', 2)",549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Modal and Temporal Properties of Processes.,series/txcs/Stirling01,None,0,0.0,0,549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Optimal Filter-Bank Design for Multiple Texture Discrimination.,conf/icip/RandenH97a,None,0,0.0,0,549.809070110321,NOT MATCH,-
3,5000,60000000000000000,BJR-Tree: Fast Skyline Computation Algorithm for Serendipitous Searching Problems.,conf/dsaa/KoizumiEHI17,conf/dsaa/KoizumiEHI17,journals/ijdsa/KoizumiEHI19,0.01562047004699707,"(8, '-', 4)",549.809070110321,Match,-
3,5000,60000000000000000,Solving Combinatorial Problems via the Random Exploration of the Search Space: An Experimental Approach for Fast Decision Making.,conf/noms/SilvaSGSSMSN22,None,0,0.0,0,549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Heuristics for the global optimization of microprograms.,conf/micro/Poe80,None,0,0.0,0,549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Integrierte Testkonzepte - Von der Theorie zur Praxis und zur&uuml;ck.,conf/se/Gerlich07,conf/se/Gerlich07,journals/it/Rothlin96,0.015620231628417969,"(15, '-', 8)",549.809070110321,Match,-
3,5000,60000000000000000,Effect of the principal component on the PCA-based neural network model for HFO2 thin film characteristics.,conf/aia/KoHMY07,conf/aia/KoHMY07,journals/ijcse/CallegariDGP18,0.019544363021850586,"(9, '-', 4)",549.809070110321,Match,-
3,5000,60000000000000000,Multiple-Hypothesis CTC-Based Semi-Supervised Adaptation of End-to-End Speech Recognition.,conf/icassp/DoDH21,conf/icassp/DoDH21,journals/corr/abs-2203-15613,0.004480838775634766,"(5, '-', 3)",549.809070110321,Match,-
3,5000,60000000000000000,Image noise-informative map for noise standard deviation estimation.,conf/icassp/UssVLBC11,None,0,0.0,0,549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Minimum settling time voltage regulation of single-phase PFC converters.,conf/icecsys/NinkovicJ01,journals/tie/SypeGBM05,journals/ieiceee/ZhuZG23a,0.0,"(4, '-', 5)",549.809070110321,NOT MATCH,-
3,5000,60000000000000000,DynaPyt: a dynamic analysis framework for Python.,conf/sigsoft/EghbaliP22,conf/sigsoft/EghbaliP22,journals/ese/MalloyP19,0.0,"(7, '-', 4)",549.809070110321,Match,-
3,5000,60000000000000000,Getting Back Up: Understanding How Enterprise Data Backups Fail.,conf/usenix/AmvrosiadisB16,conf/usenix/AmvrosiadisB16,conf/hpcc/HuangWQLS15,0.02812361717224121,"(6, '-', 6)",549.809070110321,Match,-
3,5000,60000000000000000,3-Designs from Z<sub>4</sub>-Goethals-Like Codes and Variants of Cyclotomic Polynomials.,conf/wcc/LahtonenRV05,conf/wcc/LahtonenRV05,journals/ffa/LahtonenRV07,0.016954660415649414,"(13, '-', 11)",549.809070110321,Match,-
3,5000,60000000000000000,(Not) yet another policy for scalable video delivery to mobile users.,conf/mmsys/HosseiniFP15,conf/mmsys/HosseiniFP15,conf/cikm/DuchateauCBM09,0.003988742828369141,"(6, '-', 6)",549.809070110321,Match,-
3,5000,60000000000000000,A Self-healing Key Pre-distribution Scheme for Multi-phase Wireless Sensor Networks.,conf/trustcom/MessaiS17,journals/ijista/WatfaNAA13,journals/dss/GhoshSRU07,0.0,"(2, '-', 2)",549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Nonlinear Integration of Spatial and Temporal Forecasting by Support Vector Machines.,conf/fskd/WangCL07,None,0,0.0,0,549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Network Security Management Using ARP Spoofing.,conf/iccsa/KwonAC04,journals/access/MorsyN22,conf/icact/AdjeiSALPG21,0.015657901763916016,"(5, '-', 5)",549.809070110321,NOT MATCH,-
3,5000,60000000000000000,Filtering techniques for the system prognosis.,conf/icsc2/OuladsineOC16,None,0,0.0,0,549.809070110321,NOT MATCH,-
3,5000,60000000000000000,A QoS-Aware Adaptive Mobility Handling Approach for LoRa-Based IoT Systems.,conf/saso/RobbeD18,conf/saso/RobbeD18,journals/iotj/XuJH19,0.01694035530090332,"(6, '-', 7)",549.809070110321,Match,-
3,5000,60000000000000000,HSP: Hybrid Synchronous Parallelism for Fast Distributed Deep Learning.,conf/icpp/Li0LZJ022,conf/nime/BerdahlNS09b,journals/jss/HsuHHOCC10,0.0009970664978027344,"(2, '-', 2)",549.809070110321,NOT MATCH,-
3,5000,60000000000000000,The Nexus information hub for exploring social-informational context.,conf/adcs/MansfieldRCS02,conf/adcs/MansfieldRCS02,journals/envsoft/MannschatzWH16,0.005983591079711914,"(6, '-', 4)",549.809070110321,Match,-
3,5000,60000000000000000,"The Badalona Corpus - An Audio, Video and Neuro-Physiological Conversational Dataset.",conf/lrec/BlacheAJHKLMF22,conf/lrec/BlacheAJHKLMF22,journals/corr/abs-2306-09093,0.003989458084106445,"(4, '-', 4)",549.809070110321,Match,-
3,5000,60000000000000000,Using Cloud-assisted Body Area Networks to Track People Physical Activity in Mobility.,conf/bodynets/FortinoGLM15,journals/cce/WierschemSGSK17,conf/siggrapha/HuangRP20,0.001994609832763672,"(1, '-', 2)",549.809070110321,44.680851063829785,0.006474180424467046
4,0,60000000000000000,Strategy-proofness and essentially single-valued cores revisited.,journals/jet/Ehlers18,journals/jet/Ehlers18,journals/scw/Takamiya03,8.557283163070679,"(58, '-', 48)",540.6566252708435,Match,-
4,0,60000000000000000,Quantifying the circularity of regional industrial waste across multi-channel enterprises.,journals/anor/SchilkowskiSC20,journals/anor/SchilkowskiSC20,conf/ofc/ZhangYDCL13b,11.476344585418701,"(75, '-', 36)",540.6566252708435,Match,-
4,0,60000000000000000,Conclusion stability for natural language based mining of design discussions.,journals/ese/MahadiET22,journals/ese/MahadiET22,journals/corr/abs-2106-09844,12.214632749557495,"(66, '-', 45)",540.6566252708435,Match,-
4,0,60000000000000000,Probabilistic and fuzzy methods for information fusion in data mining.,journals/ijis/RandonL03,journals/ijis/RandonL03,journals/isci/OussalahS02,11.229567050933838,"(55, '-', 39)",540.6566252708435,Match,-
4,0,60000000000000000,"Cloud Services, Interoperability and Analytics within a ROLE-enabled Personal Learning Environment.",journals/jucs/RizzardiniLMS13,journals/jucs/RizzardiniLMS13,conf/ltec/RizzardiniRMS12,14.755731105804443,"(90, '-', 60)",540.6566252708435,Match,-
4,0,60000000000000000,A robust numerical method for singularly perturbed semilinear convection-diffusion problems.,journals/npsc/RaoK10a,journals/npsc/RaoK10a,journals/amc/KumarR10,12.120806694030762,"(80, '-', 63)",540.6566252708435,Match,-
4,0,60000000000000000,Unavoidable Binary Patterns.,journals/acta/Cassaigne93,journals/acta/Cassaigne93,conf/lata/Blanchet-SadriMSW10,2.9191207885742188,"(25, '-', 22)",540.6566252708435,Match,-
4,0,60000000000000000,A linear array processor with dynamic frequency clocking for image processing applications.,journals/tcsv/RanganathanVB98,journals/tcsv/RanganathanVB98,conf/icpr/RanganathanBV96,14.588056087493896,"(91, '-', 66)",540.6566252708435,Match,-
4,0,60000000000000000,A Self-attention Knowledge Domain Adaptation Network for Commercial Lithium-ion Batteries State-of-health Estimation under Shallow Cycles.,journals/corr/abs-2304-05084,journals/corr/abs-2304-05084,journals/access/CuiJ21,15.488656520843506,"(123, '-', 51)",540.6566252708435,Match,-
4,0,60000000000000000,Fact-Checking of AI-Generated Reports.,journals/corr/abs-2307-14634,journals/corr/abs-2307-14634,journals/corr/abs-2010-13387,4.825596332550049,"(31, '-', 21)",540.6566252708435,Match,-
4,0,60000000000000000,GNeRF: GAN-based Neural Radiance Field without Posed Camera.,journals/corr/abs-2103-15606,journals/corr/abs-2103-15606,conf/iccv/MengCLW0X0Y21,7.729553699493408,"(57, '-', 57)",540.6566252708435,Match,-
4,0,60000000000000000,Secure Shuffling in the Probing Model.,journals/iacr/CoronS21,journals/iacr/CoronS21,conf/crypto/CoronS21,5.837754011154175,"(28, '-', 29)",540.6566252708435,Match,-
4,0,60000000000000000,A Gaussian Mixture Model-Based Continuous Boundary Detection for 3D Sensor Networks.,journals/sensors/ChenSM10,journals/sensors/ChenSM10,conf/momm/MatsuoGKH16,13.098473072052002,"(72, '-', 43)",540.6566252708435,Match,-
4,0,60000000000000000,Improving the Performance of Deep Learning Model-Based Classification by the Analysis of Local Probability.,journals/complexity/JinHJWS21,journals/complexity/JinHJWS21,journals/corr/abs-2112-15442,16.02603554725647,"(84, '-', 51)",540.6566252708435,Match,-
4,0,60000000000000000,On the Occur-Check-Free Prolog Programs.,journals/toplas/AptP94,journals/toplas/AptP94,conf/slp/Takayama87,4.47024393081665,"(39, '-', 33)",540.6566252708435,Match,-
4,0,60000000000000000,Rough Set Model in Incomplete Decision Systems.,journals/jaciii/CaoYUSN17,journals/jaciii/CaoYUSN17,journals/jise/LuoY10,8.620798587799072,"(42, '-', 39)",540.6566252708435,Match,-
4,0,60000000000000000,Radio propagation in open-pit mines: A first look at measurements in the 2.6 GHz band.,conf/pimrc/AlmeidaCRAVBSMG17,conf/pimrc/AlmeidaCRAVBSMG17,conf/ictc/NohKKC14,8.527273654937744,"(77, '-', 38)",540.6566252708435,Match,-
4,0,60000000000000000,State space design cycle and hardware in the loop testing and verification.,conf/mwscas/RahnamaiR17,conf/mwscas/RahnamaiR17,conf/mse/RaduCDHS09,11.090900897979736,"(58, '-', 35)",540.6566252708435,Match,-
4,0,60000000000000000,Slightly Supervised Adaptation of Acoustic Models on Captioned BBC Weather Forecasts.,conf/interspeech/Mohr13,conf/interspeech/Mohr13,conf/interspeech/TakedaK20,11.062045812606812,"(73, '-', 37)",540.6566252708435,Match,-
4,0,60000000000000000,"SIMD, SMP and MIMD-DM Parallel Approaches for Real-Time 2D Image Stabilization.",conf/camp/DerutinDDA05,conf/camp/DerutinDDA05,conf/ipps/SeinstraK03,11.02172327041626,"(71, '-', 39)",540.6566252708435,Match,-
4,0,60000000000000000,A compressed sensing measurement matrix for atomic force microscopy.,conf/amcc/MaxwellA14,conf/amcc/MaxwellA14,conf/amcc/ShegaonkarLS08,11.694929122924805,"(62, '-', 45)",540.6566252708435,Match,-
4,0,60000000000000000,An Automated Machine Learning Approach for Predicting Chemical Laboratory Material Consumption.,conf/ifip12/Silva021,conf/ifip12/Silva021,conf/icetc/IkramC20,14.854316234588623,"(85, '-', 55)",540.6566252708435,Match,-
4,0,60000000000000000,Motion analysis of human ambulatory patterns.,conf/icpr/QianH92,conf/icpr/QianH92,conf/icumt/OtaJSI15,5.843359470367432,"(38, '-', 28)",540.6566252708435,Match,-
4,0,60000000000000000,Toward Reliable Actor Services in Wireless Sensor and Actor Networks.,conf/mass/LiLLHCS11,conf/mass/LiLLHCS11,conf/icn/ZamanifarSK09,10.810954332351685,"(70, '-', 54)",540.6566252708435,Match,-
4,0,60000000000000000,"Regularized Structured Perceptron: A Case Study on Chinese Word Segmentation, POS Tagging and Parsing.",conf/eacl/ZhangSZ14,conf/eacl/ZhangSZ14,conf/lrec/SongX12,12.220139741897583,"(95, '-', 48)",540.6566252708435,Match,-
4,0,60000000000000000,QueuePilot: Reviving Small Buffers With a Learned AQM Policy.,conf/infocom/DeryKK23,conf/infocom/DeryKK23,journals/tvt/XuDKD16,6.2562034130096436,"(56, '-', 26)",540.6566252708435,Match,-
4,0,60000000000000000,Invariant Synthesis for Incomplete Verification Engines.,conf/tacas/Neider0MS018,journals/corr/abs-1712-05581,conf/tacas/Neider0MS018,10.371028423309326,"(47, '-', 47)",540.6566252708435,Match,-
4,0,60000000000000000,Towards securing 3G mobile phones.,conf/icon/Safavi-NainiST01,conf/icon/Safavi-NainiST01,conf/vr/GrubertK17,4.126886606216431,"(30, '-', 26)",540.6566252708435,Match,-
4,0,60000000000000000,Signal timing for fleeting multiple intersecting roadways.,conf/itsc/MillerDH12,conf/itsc/MillerDH12,journals/iet-com/ZhouJHZ12,7.591679334640503,"(45, '-', 31)",540.6566252708435,Match,-
4,0,60000000000000000,Thermal image analysis for neonatal intensive care units (First evaluation results).,conf/siu/SavasciC18,conf/siu/SavasciC18,journals/ijmi/Rezaei-HachesuS18,12.30249547958374,"(74, '-', 40)",540.6566252708435,100.0,10.057752990722657
4,20,60000000000000000,Strategy-proofness and essentially single-valued cores revisited.,journals/jet/Ehlers18,journals/jet/Ehlers18,journals/scw/Takamiya03,8.004889965057373,"(57, '-', 48)",540.6566252708435,Match,-
4,20,60000000000000000,Quantifying the circularity of regional industrial waste across multi-channel enterprises.,journals/anor/SchilkowskiSC20,journals/anor/SchilkowskiSC20,journals/jnca/FarzinvashD14,9.597104787826538,"(73, '-', 34)",540.6566252708435,Match,-
4,20,60000000000000000,Conclusion stability for natural language based mining of design discussions.,journals/ese/MahadiET22,journals/ese/MahadiET22,journals/corr/abs-2106-09844,9.103683710098267,"(62, '-', 41)",540.6566252708435,Match,-
4,20,60000000000000000,Probabilistic and fuzzy methods for information fusion in data mining.,journals/ijis/RandonL03,journals/ijis/RandonL03,journals/isci/OussalahS02,7.837664365768433,"(51, '-', 35)",540.6566252708435,Match,-
4,20,60000000000000000,"Cloud Services, Interoperability and Analytics within a ROLE-enabled Personal Learning Environment.",journals/jucs/RizzardiniLMS13,journals/jucs/RizzardiniLMS13,conf/ltec/RizzardiniRMS12,12.517435550689697,"(82, '-', 55)",540.6566252708435,Match,-
4,20,60000000000000000,A robust numerical method for singularly perturbed semilinear convection-diffusion problems.,journals/npsc/RaoK10a,journals/npsc/RaoK10a,journals/ijmno/SinghN19,11.092094898223877,"(78, '-', 59)",540.6566252708435,Match,-
4,20,60000000000000000,Unavoidable Binary Patterns.,journals/acta/Cassaigne93,journals/acta/Cassaigne93,conf/lata/Blanchet-SadriMSW10,2.923123598098755,"(25, '-', 22)",540.6566252708435,Match,-
4,20,60000000000000000,A linear array processor with dynamic frequency clocking for image processing applications.,journals/tcsv/RanganathanVB98,journals/tcsv/RanganathanVB98,journals/mam/SiyalF99,11.126142740249634,"(85, '-', 52)",540.6566252708435,Match,-
4,20,60000000000000000,A Self-attention Knowledge Domain Adaptation Network for Commercial Lithium-ion Batteries State-of-health Estimation under Shallow Cycles.,journals/corr/abs-2304-05084,journals/corr/abs-2304-05084,journals/access/CuiJ21,13.063061952590942,"(117, '-', 45)",540.6566252708435,Match,-
4,20,60000000000000000,Fact-Checking of AI-Generated Reports.,journals/corr/abs-2307-14634,journals/corr/abs-2307-14634,journals/corr/abs-2103-07769,4.380610942840576,"(30, '-', 20)",540.6566252708435,Match,-
4,20,60000000000000000,GNeRF: GAN-based Neural Radiance Field without Posed Camera.,journals/corr/abs-2103-15606,journals/corr/abs-2103-15606,conf/iccv/MengCLW0X0Y21,5.475160121917725,"(49, '-', 49)",540.6566252708435,Match,-
4,20,60000000000000000,Secure Shuffling in the Probing Model.,journals/iacr/CoronS21,journals/iacr/CoronS21,conf/crypto/CoronS21,5.091489791870117,"(27, '-', 28)",540.6566252708435,Match,-
4,20,60000000000000000,A Gaussian Mixture Model-Based Continuous Boundary Detection for 3D Sensor Networks.,journals/sensors/ChenSM10,journals/sensors/ChenSM10,conf/momm/MatsuoGKH16,10.738210439682007,"(69, '-', 41)",540.6566252708435,Match,-
4,20,60000000000000000,Improving the Performance of Deep Learning Model-Based Classification by the Analysis of Local Probability.,journals/complexity/JinHJWS21,journals/complexity/JinHJWS21,journals/corr/abs-2112-15442,13.880312204360962,"(78, '-', 45)",540.6566252708435,Match,-
4,20,60000000000000000,On the Occur-Check-Free Prolog Programs.,journals/toplas/AptP94,journals/toplas/AptP94,conf/slp/Takayama87,4.506512641906738,"(39, '-', 33)",540.6566252708435,Match,-
4,20,60000000000000000,Rough Set Model in Incomplete Decision Systems.,journals/jaciii/CaoYUSN17,journals/jaciii/CaoYUSN17,journals/jise/LuoY10,7.473599910736084,"(40, '-', 37)",540.6566252708435,Match,-
4,20,60000000000000000,Radio propagation in open-pit mines: A first look at measurements in the 2.6 GHz band.,conf/pimrc/AlmeidaCRAVBSMG17,conf/pimrc/AlmeidaCRAVBSMG17,conf/wcnc/WangXWZY14,6.971224308013916,"(72, '-', 28)",540.6566252708435,Match,-
4,20,60000000000000000,State space design cycle and hardware in the loop testing and verification.,conf/mwscas/RahnamaiR17,conf/mwscas/RahnamaiR17,conf/iciis/AbeyrathneDE15,8.83847975730896,"(55, '-', 33)",540.6566252708435,Match,-
4,20,60000000000000000,Slightly Supervised Adaptation of Acoustic Models on Captioned BBC Weather Forecasts.,conf/interspeech/Mohr13,conf/interspeech/Mohr13,conf/interspeech/TakedaK20,8.290485858917236,"(69, '-', 34)",540.6566252708435,Match,-
4,20,60000000000000000,"SIMD, SMP and MIMD-DM Parallel Approaches for Real-Time 2D Image Stabilization.",conf/camp/DerutinDDA05,conf/camp/DerutinDDA05,conf/ipps/SeinstraK03,8.125041961669922,"(68, '-', 38)",540.6566252708435,Match,-
4,20,60000000000000000,A compressed sensing measurement matrix for atomic force microscopy.,conf/amcc/MaxwellA14,conf/amcc/MaxwellA14,conf/iecon/EnmeiFH15,6.857125997543335,"(53, '-', 37)",540.6566252708435,Match,-
4,20,60000000000000000,An Automated Machine Learning Approach for Predicting Chemical Laboratory Material Consumption.,conf/ifip12/Silva021,conf/ifip12/Silva021,conf/acmidc/VoulgariZSLY21,13.387006759643555,"(82, '-', 51)",540.6566252708435,Match,-
4,20,60000000000000000,Motion analysis of human ambulatory patterns.,conf/icpr/QianH92,conf/icpr/QianH92,conf/icumt/OtaJSI15,5.513466835021973,"(37, '-', 27)",540.6566252708435,Match,-
4,20,60000000000000000,Toward Reliable Actor Services in Wireless Sensor and Actor Networks.,conf/mass/LiLLHCS11,conf/mass/LiLLHCS11,conf/icn/ZamanifarSK09,9.204560041427612,"(67, '-', 52)",540.6566252708435,Match,-
4,20,60000000000000000,"Regularized Structured Perceptron: A Case Study on Chinese Word Segmentation, POS Tagging and Parsing.",conf/eacl/ZhangSZ14,conf/eacl/ZhangSZ14,conf/lrec/SongX12,11.361088514328003,"(93, '-', 45)",540.6566252708435,Match,-
4,20,60000000000000000,QueuePilot: Reviving Small Buffers With a Learned AQM Policy.,conf/infocom/DeryKK23,conf/infocom/DeryKK23,journals/tvt/XuDKD16,5.029552698135376,"(53, '-', 23)",540.6566252708435,Match,-
4,20,60000000000000000,Invariant Synthesis for Incomplete Verification Engines.,conf/tacas/Neider0MS018,journals/corr/abs-1712-05581,conf/tacas/Neider0MS018,7.499433279037476,"(44, '-', 44)",540.6566252708435,Match,-
4,20,60000000000000000,Towards securing 3G mobile phones.,conf/icon/Safavi-NainiST01,conf/icon/Safavi-NainiST01,conf/vr/GrubertK17,4.138528108596802,"(30, '-', 26)",540.6566252708435,Match,-
4,20,60000000000000000,Signal timing for fleeting multiple intersecting roadways.,conf/itsc/MillerDH12,conf/itsc/MillerDH12,journals/iet-com/ZhangLZQY15,6.104406833648682,"(43, '-', 31)",540.6566252708435,Match,-
4,20,60000000000000000,Thermal image analysis for neonatal intensive care units (First evaluation results).,conf/siu/SavasciC18,conf/siu/SavasciC18,journals/ijmi/Rezaei-HachesuS18,10.971245527267456,"(71, '-', 38)",540.6566252708435,100.0,8.303424803415934
4,50,60000000000000000,Strategy-proofness and essentially single-valued cores revisited.,journals/jet/Ehlers18,journals/jet/Ehlers18,journals/scw/Takamiya03,6.087245464324951,"(49, '-', 40)",540.6566252708435,Match,-
4,50,60000000000000000,Quantifying the circularity of regional industrial waste across multi-channel enterprises.,journals/anor/SchilkowskiSC20,journals/anor/SchilkowskiSC20,journals/jnca/FarzinvashD14,8.933080434799194,"(71, '-', 34)",540.6566252708435,Match,-
4,50,60000000000000000,Conclusion stability for natural language based mining of design discussions.,journals/ese/MahadiET22,journals/ese/MahadiET22,journals/corr/abs-2106-09844,8.510655879974365,"(60, '-', 39)",540.6566252708435,Match,-
4,50,60000000000000000,Probabilistic and fuzzy methods for information fusion in data mining.,journals/ijis/RandonL03,journals/ijis/RandonL03,journals/isci/OussalahS02,7.1812849044799805,"(49, '-', 35)",540.6566252708435,Match,-
4,50,60000000000000000,"Cloud Services, Interoperability and Analytics within a ROLE-enabled Personal Learning Environment.",journals/jucs/RizzardiniLMS13,journals/jucs/RizzardiniLMS13,conf/ltec/RizzardiniRMS12,9.058015584945679,"(74, '-', 51)",540.6566252708435,Match,-
4,50,60000000000000000,A robust numerical method for singularly perturbed semilinear convection-diffusion problems.,journals/npsc/RaoK10a,journals/npsc/RaoK10a,journals/ijmno/SinghN19,8.339204788208008,"(73, '-', 57)",540.6566252708435,Match,-
4,50,60000000000000000,Unavoidable Binary Patterns.,journals/acta/Cassaigne93,journals/acta/Cassaigne93,conf/lata/Blanchet-SadriMSW10,2.486318588256836,"(24, '-', 21)",540.6566252708435,Match,-
4,50,60000000000000000,A linear array processor with dynamic frequency clocking for image processing applications.,journals/tcsv/RanganathanVB98,journals/tcsv/RanganathanVB98,journals/mam/SiyalF99,7.852510213851929,"(71, '-', 40)",540.6566252708435,Match,-
4,50,60000000000000000,A Self-attention Knowledge Domain Adaptation Network for Commercial Lithium-ion Batteries State-of-health Estimation under Shallow Cycles.,journals/corr/abs-2304-05084,journals/corr/abs-2304-05084,journals/access/CuiJ21,11.77207899093628,"(113, '-', 43)",540.6566252708435,Match,-
4,50,60000000000000000,Fact-Checking of AI-Generated Reports.,journals/corr/abs-2307-14634,journals/corr/abs-2307-14634,journals/corr/abs-2103-07769,2.8727965354919434,"(27, '-', 19)",540.6566252708435,Match,-
4,50,60000000000000000,GNeRF: GAN-based Neural Radiance Field without Posed Camera.,journals/corr/abs-2103-15606,journals/corr/abs-2103-15606,conf/iccv/MengCLW0X0Y21,4.475909233093262,"(46, '-', 46)",540.6566252708435,Match,-
4,50,60000000000000000,Secure Shuffling in the Probing Model.,journals/iacr/CoronS21,journals/iacr/CoronS21,conf/crypto/CoronS21,4.473863840103149,"(25, '-', 26)",540.6566252708435,Match,-
4,50,60000000000000000,A Gaussian Mixture Model-Based Continuous Boundary Detection for 3D Sensor Networks.,journals/sensors/ChenSM10,journals/sensors/ChenSM10,conf/momm/MatsuoGKH16,9.434685945510864,"(65, '-', 39)",540.6566252708435,Match,-
4,50,60000000000000000,Improving the Performance of Deep Learning Model-Based Classification by the Analysis of Local Probability.,journals/complexity/JinHJWS21,journals/complexity/JinHJWS21,journals/corr/abs-2207-00157,10.183445453643799,"(69, '-', 39)",540.6566252708435,Match,-
4,50,60000000000000000,On the Occur-Check-Free Prolog Programs.,journals/toplas/AptP94,journals/toplas/AptP94,conf/slp/Takayama87,3.90140962600708,"(35, '-', 25)",540.6566252708435,Match,-
4,50,60000000000000000,Rough Set Model in Incomplete Decision Systems.,journals/jaciii/CaoYUSN17,journals/jaciii/CaoYUSN17,journals/jise/LuoY10,6.550482988357544,"(37, '-', 34)",540.6566252708435,Match,-
4,50,60000000000000000,Radio propagation in open-pit mines: A first look at measurements in the 2.6 GHz band.,conf/pimrc/AlmeidaCRAVBSMG17,conf/pimrc/AlmeidaCRAVBSMG17,conf/wcnc/WangXWZY14,5.912232875823975,"(69, '-', 28)",540.6566252708435,Match,-
4,50,60000000000000000,State space design cycle and hardware in the loop testing and verification.,conf/mwscas/RahnamaiR17,conf/mwscas/RahnamaiR17,conf/iciis/AbeyrathneDE15,7.0105979442596436,"(50, '-', 31)",540.6566252708435,Match,-
4,50,60000000000000000,Slightly Supervised Adaptation of Acoustic Models on Captioned BBC Weather Forecasts.,conf/interspeech/Mohr13,conf/interspeech/Mohr13,conf/interspeech/TakedaK20,6.903382062911987,"(65, '-', 32)",540.6566252708435,Match,-
4,50,60000000000000000,"SIMD, SMP and MIMD-DM Parallel Approaches for Real-Time 2D Image Stabilization.",conf/camp/DerutinDDA05,conf/camp/DerutinDDA05,conf/ipps/SeinstraK03,7.410417795181274,"(66, '-', 37)",540.6566252708435,Match,-
4,50,60000000000000000,A compressed sensing measurement matrix for atomic force microscopy.,conf/amcc/MaxwellA14,conf/amcc/MaxwellA14,conf/amcc/ShegaonkarLS08,5.8518407344818115,"(50, '-', 34)",540.6566252708435,Match,-
4,50,60000000000000000,An Automated Machine Learning Approach for Predicting Chemical Laboratory Material Consumption.,conf/ifip12/Silva021,conf/ifip12/Silva021,conf/acmidc/VoulgariZSLY21,8.885281801223755,"(68, '-', 42)",540.6566252708435,Match,-
4,50,60000000000000000,Motion analysis of human ambulatory patterns.,conf/icpr/QianH92,conf/icpr/QianH92,conf/mmar/DatasCF12,5.187270641326904,"(36, '-', 25)",540.6566252708435,Match,-
4,50,60000000000000000,Toward Reliable Actor Services in Wireless Sensor and Actor Networks.,conf/mass/LiLLHCS11,conf/mass/LiLLHCS11,conf/icn/ZamanifarSK09,7.8341498374938965,"(63, '-', 49)",540.6566252708435,Match,-
4,50,60000000000000000,"Regularized Structured Perceptron: A Case Study on Chinese Word Segmentation, POS Tagging and Parsing.",conf/eacl/ZhangSZ14,conf/eacl/ZhangSZ14,conf/acl/JiangHL09,9.336687564849854,"(90, '-', 47)",540.6566252708435,Match,-
4,50,60000000000000000,QueuePilot: Reviving Small Buffers With a Learned AQM Policy.,conf/infocom/DeryKK23,conf/infocom/DeryKK23,conf/iwqos/VishwanathS08,4.6921820640563965,"(52, '-', 18)",540.6566252708435,Match,-
4,50,60000000000000000,Invariant Synthesis for Incomplete Verification Engines.,conf/tacas/Neider0MS018,journals/corr/abs-1712-05581,conf/tacas/Neider0MS018,6.447419881820679,"(41, '-', 41)",540.6566252708435,Match,-
